qt5-x11extras 5.15.16-3
qt6-5compat 6.8.2-1
qt6-base 6.8.2-1
qt6-declarative 6.8.2-1
qt6-imageformats 6.8.2-1
qt6-multimedia 6.8.2-1
qt6-multimedia-ffmpeg 6.8.2-1
qt6-scxml 6.8.2-1
qt6-shadertools 6.8.2-1
qt6-svg 6.8.2-1
qt6-tools 6.8.2-2
qt6-translations 6.8.2-1
qt6-wayland 6.8.2-1
ranger 1.9.4-3
raptor 2.0.16-5
rav1e 0.7.1-1
re2 1:20240702-2
readline 8.2.013-1
remmina 1:1.4.39-1
rest 0.8.1+r4+ge5ee6ef-3
rest-debug 0.8.1+r4+ge5ee6ef-3
rhash 1.4.4-1
ripgrep 14.1.1-1
rnnoise 1:0.2-1
robo3t-bin 1.4.4-1
rofi 1.7.8-1
rsync 3.4.1-2
rtkit 0.13-3
rtmpdump 1:2.4.r105.6f6bb13-1
rubberband 4.0.0-1
ruby 3.3.5-2
ruby-addressable 2.8.6-3
ruby-bundled-gems 3.3.5-2
ruby-bundler 2.6.0-1
ruby-debug 1.9.1-1
ruby-default-gems 3.3.5-2
ruby-erb 4.0.4-6
ruby-irb 1.13.1-2
ruby-matrix 0.4.2-2
ruby-minitest 5.22.3-2
ruby-net-ftp 0.3.5-3
ruby-net-imap 0.4.12-3
ruby-net-pop 0.1.2-3
ruby-net-smtp 0.5.0-3
ruby-power_assert 2.0.4-1
ruby-prime 0.1.2-2
ruby-public_suffix 5.0.5-4
ruby-racc 1.7.3-1
ruby-rake 13.1.0-1
ruby-rbs 3.4.4-3
ruby-rdoc 6.6.3.1-2
ruby-rexml 3.4.0-1
ruby-rss 0.3.1-2
ruby-stdlib 3.3.5-2
ruby-test-unit 3.6.2-3
ruby-typeprof 0.21.9-1
rubygems 3.5.16-1
run-parts 5.17-1
runc 1.2.4-1
rustup 1.27.1-1
sane 1.3.1-2
sane-airscan 0.99.32-1
sbc 2.0-2
scrot 1.11.1-1
scrub 2.6.1-1
sdl12-compat 1.2.68-2
sdl2-compat 2.30.52-1
sdl3 3.2.2-1
sed 4.9-3
semver 7.6.3-1
serd 0.32.4-1
setconf 0.7.7-3
sfsexp 1.4.1-2
shaderc 2024.4-1
shadow 4.16.0-1
shared-mime-info 2.4-1
siji 2021.07.03-1
simple-scan 46.0-2
skypeforlinux-stable-bin 8.109.0.209-1
slack-desktop 4.41.98-1
slack-desktop-debug 4.37.101-1
slang 2.3.3-3
slimbookbattery 4.0.9beta-1
slimbookintelcontroller 1.0beta-2
slimbookservice-bin 0.3.3-1
smbclient 2:4.21.3-1
snappy 1.2.1-2
sord 0.16.18-1
sound-theme-freedesktop 0.8-6
soundtouch 2.3.3-1
source-highlight 3.1.9-13
spandsp 0.0.6-5
spdlog 1.15.0-2
speex 1.2.1-2
speexdsp 1.2.1-2
spirv-tools 2024.4.rc2-1
sqlite 3.48.0-2
sratom 0.6.16-1
srt 1.5.4-1
starship 1.22.1-1
startup-notification 0.12-8
strace 6.13-1
sudo 1.9.16.p2-2
suitesparse 7.8.3-1
svt-av1 2.3.0-1
svt-hevc 1.5.1-3
sxhkd-git 192.b0923b6-1
sysfsutils 2.1.1-2
sysstat 12.7.6-1
system-config-printer 1.5.18-5
systemd 257.2-2
systemd-libs 257.2-2
systemd-sysvcompat 257.2-2
taglib 2.0.2-1
talloc 2.4.2-4
tar 1.35-2
tcl 8.6.16-1
tcpdump 4.99.5-1
tdb 1.4.12-2
teams 1.5.00.23861-1
telegram-desktop 5.10.7-1
terraform 1.10.2-1
tesseract 5.5.0-1
tesseract-data-eng 2:4.1.0-4
tesseract-data-osd 2:4.1.0-4
tesseract-data-spa 2:4.1.0-4
tevent 1:0.16.1-4
texinfo 7.1.1-1
thin-provisioning-tools 1.1.0-1
tilix 1.9.6-7
tinysparql 3.8.2-2
tk 8.6.16-1
tlp 1.7.0-1
tlp-rdw 1.7.0-1
tmux 3.5_a-1
tpm2-tss 4.1.3-1
transmission-gtk 4.0.6-9
tre 0.9.0-1
tree-sitter 0.24.7-1
tree-sitter-bash 0.23.3-1
tree-sitter-c 0.23.4-1
tree-sitter-lua 0.2.0-1
tree-sitter-markdown 0.3.1-1
tree-sitter-python 0.23.6-1
tree-sitter-query 0.4.0-1
tree-sitter-vim 0.4.0-1
tree-sitter-vimdoc 3.0.0-1
tslib 1.23-1
ttf-carlito 20230509-2
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-iosevka-term 32.2.0-1
ttf-liberation 2.1.5-2
ttf-opensans 3.003-1
ttf-weather-icons 2.0.12-1
twolame 0.4.0-4
tzdata 2025a-1
ucl 1.03-9
udisks2 2.10.1-5
unibilium 2.1.2-1
unrar 1:7.1.3-1
unzip 6.0-22
upower 1.90.7-1
upx 4.2.4-1
usbmuxd 1.1.1-4
usbutils 018-1
util-linux 2.40.4-1
util-linux-libs 2.40.4-1
v4l-utils 1.28.1-2
vapoursynth R70-2
verdict 1.4.2-1
vid.stab 1.1.1-2
vim 9.1.1065-1
vim-plug 0.14.0-1
vim-runtime 9.1.1065-1
virtualbox 7.1.6-2
virtualbox-host-modules-arch 7.1.6-4
vlc 3.0.21-12
vmaf 3.0.0-1
volume_key 0.3.12-10
vte-common 0.78.3-1
vte3 0.78.3-1
vtk 9.4.1-2
vulkan-headers 1:1.4.303-1
vulkan-icd-loader 1.4.303-1
wasi-compiler-rt 19.1.6-1
wasi-libc 1:0+410+574b88da-2
wasi-libc++ 19.1.6-2
wasi-libc++abi 19.1.6-2
wavpack 5.8.1-1
wayland 1.23.1-1
wayland-protocols 1.39-1
webkit2gtk 2.46.5-1
webkit2gtk-4.1 2.46.5-1
webrtc-audio-processing-0.3 0.3.1-6
webrtc-audio-processing-1 1.3-4
wget 1.25.0-1
whatweb 0.5.5-1
which 2.21-6
whois 5.5.23-1
wildmidi 0.4.6-1
wimlib 1.14.4-1
wireless_tools 30.pre9-4
wireplumber 0.5.7-1
wmctrl 1.07-6
wmname 0.1-6
woeusb 5.2.4-1
woff2 1.0.2-5
wpa_supplicant 2:2.11-3
wpebackend-fdo 1.14.3-1
x264 3:0.164.r3108.31e19f9-2
x265 4.0-1
xapian-core 1:1.4.25-1
xapp 2.8.8-1
xarchiver 0.5.4.23-1
xbitmaps 1.1.3-2
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcb-util-xrm 1.3-3
xclip 0.13-6
xcolor 0.5.1-4
xdg-dbus-proxy 0.1.6-1
xdg-utils 1.2.1-1
xdo 0.5.7-3
xdotool 3.20211022.1-2
xf86-input-libinput 1.5.0-1
xfce4-notifyd 0.9.6-5
xfce4-power-manager 4.20.0-3
xfconf 4.20.0-2
xfsprogs 6.12.0-1
xh 0.23.1-1
xkeyboard-config 2.43-1
xorg-bdftopcf 1.1.2-1
xorg-fonts-alias-misc 1.0.5-1
xorg-fonts-encodings 1.1.0-1
xorg-fonts-misc 1.0.4-2
xorg-iceauth 1.0.10-1
xorg-mkfontscale 1.2.3-1
xorg-server 21.1.15-1
xorg-server-common 21.1.15-1
xorg-server-xvfb 21.1.15-1
xorg-sessreg 1.1.3-2
xorg-setxkbmap 1.3.4-2
xorg-smproxy 1.0.7-2
xorg-x11perf 1.7.0-1
xorg-xauth 1.1.3-1
xorg-xbacklight 1.2.4-1
xorg-xclipboard 1.1.5-1
xorg-xclock 1.1.1-2
xorg-xcmsdb 1.0.7-1
xorg-xcursorgen 1.0.8-2
xorg-xdpyinfo 1.3.4-2
xorg-xdriinfo 1.0.7-2
xorg-xev 1.2.6-1
xorg-xfd 1.1.4-2
xorg-xgamma 1.0.7-2
xorg-xhost 1.0.10-1
xorg-xinit 1.4.3-1
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.4.7-1
xorg-xkbevd 1.1.6-1
xorg-xkbutils 1.0.6-1
xorg-xkill 1.0.6-2
xorg-xlsatoms 1.1.4-2
xorg-xlsclients 1.1.5-2
xorg-xmodmap 1.0.11-2
xorg-xpr 1.2.0-1
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xrefresh 1.1.0-1
xorg-xset 1.2.5-2
xorg-xsetroot 1.1.3-2
xorg-xvinfo 1.1.5-2
xorg-xwd 1.0.9-2
xorg-xwininfo 1.1.6-2
xorg-xwud 1.0.7-1
xorgproto 2024.1-2
xsel 1.2.1-2
xss-lock 0.3.0.r30.gac39fdc-1
xterm 397-2
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.6.4-1
yad 14.1-2
yajl 2.1.0-6
yarn 1.22.22-2
yasm 1.3.0-7
yay 12.4.2-1
yay-debug 12.4.2-1
youtube-dl 2021.12.17-3
zathura 0.5.11-1
zathura-cb 0.1.11-4
zathura-djvu 0.2.10-4
zathura-pdf-poppler 0.3.3-4
zathura-ps 0.2.8-5
zbar 0.23.93-4
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.6.2-1
zlib 1:1.3.1-2
zoom 6.2.11-1
zsh 5.9-5
zsh-autosuggestions 0.7.1-1
zsh-syntax-highlighting 0.8.0-1
zstd 1.5.6-1
zvbi 0.2.43-1
zxing-cpp 2.3.0-4
